,,0
1724,asks_change,"[['0.98867', '51', '1830']]"
1724,timestamp,11:01:16.381000
1725,time_received,11:01:16.4193
1725,asks_change,"[['0.98867', '102', '1831']]"
1725,timestamp,11:01:16.381000
1726,time_received,11:01:16.4204
1726,asks_change,"[['0.98867', '153', '1832']]"
1726,timestamp,11:01:16.383000
1727,time_received,11:01:16.4743
1727,asks_change,"[['0.98869', '53.1', '1833']]"
1727,timestamp,11:01:16.436000
1728,time_received,11:01:16.4995
1728,asks_change,"[['0.98867', '361.9', '1834']]"
1728,timestamp,11:01:16.461000
1729,time_received,11:01:16.6200
1729,asks_change,"[['1.518', '37.5', '1835']]"
1729,timestamp,11:01:16.582000
1730,time_received,11:01:16.8706
1730,asks_change,"[['1.584', '35.9', '1836']]"
1730,timestamp,11:01:16.832000
1731,time_received,11:01:16.9196
1731,asks_change,"[['0.98867', '310.9', '1837']]"
1731,timestamp,11:01:16.881000
1732,time_received,11:01:16.9225
1732,bids_change,"[['0.91005', '47.5', '1838']]"
1732,timestamp,11:01:16.884000
1733,time_received,11:01:16.9250
1733,asks_change,"[['0.98867', '259.9', '1839']]"
1733,timestamp,11:01:16.887000
1734,time_received,11:01:16.9314
1734,asks_change,"[['0.98867', '208.9', '1840']]"
1734,timestamp,11:01:16.892000
1735,time_received,11:01:16.9619
1735,asks_change,"[['0.98866', '51', '1841']]"
1735,timestamp,11:01:16.924000
1736,time_received,11:01:16.9651
1736,asks_change,"[['0.98866', '102', '1842']]"
1736,timestamp,11:01:16.927000
1737,time_received,11:01:16.9717
1737,asks_change,"[['0.98866', '153', '1843']]"
1737,timestamp,11:01:16.933000
1738,time_received,11:01:17.1111
1738,bids_change,"[['0.91', '526.8', '1844']]"
1738,timestamp,11:01:17.073000
1739,time_received,11:01:17.2460
1739,bids_change,"[['0.6', '483.2', '1845']]"
1739,timestamp,11:01:17.208000
1740,time_received,11:01:17.4265
1740,asks_change,"[['0.98869', '0', '1846']]"
1740,timestamp,11:01:17.388000
1741,time_received,11:01:17.4582
1741,asks_change,"[['0.98865', '53.1', '1847']]"
1741,timestamp,11:01:17.420000
1742,time_received,11:01:17.5623
1742,asks_change,"[['0.98866', '102', '1848']]"
1742,timestamp,11:01:17.524000
1743,time_received,11:01:17.5673
1743,asks_change,"[['0.98866', '51', '1849']]"
1743,timestamp,11:01:17.529000
1744,time_received,11:01:17.5675
1744,asks_change,"[['0.98867', '0', '1850']]"
1744,timestamp,11:01:17.530000
1745,time_received,11:01:17.5765
1745,asks_change,"[['0.98866', '0', '1851']]"
1745,timestamp,11:01:17.538000
1746,time_received,11:01:17.6046
1746,asks_change,"[['0.98865', '262', '1852']]"
1746,timestamp,11:01:17.566000
1747,time_received,11:01:17.6047
1747,asks_change,"[['0.98864', '51', '1853']]"
1747,timestamp,11:01:17.566000
1748,time_received,11:01:17.6133
1748,asks_change,"[['0.98864', '102', '1854']]"
1748,timestamp,11:01:17.575000
1749,time_received,11:01:17.6143
1749,asks_change,"[['0.98864', '153', '1855']]"
1749,timestamp,11:01:17.576000
1750,time_received,11:01:18.1172
1750,asks_change,"[['0.9632', '0', '1856']]"
1750,timestamp,11:01:18.079000
1751,time_received,11:01:18.1827
1751,asks_change,"[['1.254', '0', '1857']]"
1751,timestamp,11:01:18.145000
1752,time_received,11:01:18.1869
1752,asks_change,"[['1.1748', '0', '1858']]"
1752,timestamp,11:01:18.149000
1753,time_received,11:01:18.2227
1753,asks_change,"[['0.98865', '53.1', '1859']]"
1753,timestamp,11:01:18.184000
1754,time_received,11:01:18.2233
1754,asks_change,"[['0.98864', '102', '1860']]"
1754,timestamp,11:01:18.186000
1755,time_received,11:01:18.2330
1755,asks_change,"[['0.98864', '51', '1861']]"
1755,timestamp,11:01:18.194000
1756,time_received,11:01:18.2345
1756,asks_change,"[['0.98864', '0', '1862']]"
1756,timestamp,11:01:18.197000
1757,time_received,11:01:18.2470
1757,asks_change,"[['1.4388', '0', '1863']]"
1757,timestamp,11:01:18.209000
1758,time_received,11:01:18.2483
1758,asks_change,"[['1.056', '0', '1864']]"
1758,timestamp,11:01:18.211000
1759,time_received,11:01:18.2486
1759,asks_change,"[['1.3728', '0', '1865']]"
1759,timestamp,11:01:18.211000
1760,time_received,11:01:18.2500
1760,bids_change,"[['0.1115', '0', '1866']]"
1760,timestamp,11:01:18.212000
1761,time_received,11:01:18.2500
1761,bids_change,"[['0.1338', '0', '1867']]"
1761,timestamp,11:01:18.212000
1762,time_received,11:01:18.2501
1762,bids_change,"[['0.1561', '0', '1868']]"
1762,timestamp,11:01:18.212000
1763,time_received,11:01:18.2550
1763,asks_change,"[['0.98863', '208.9', '1869']]"
1763,timestamp,11:01:18.216000
1764,time_received,11:01:18.2551
1764,asks_change,"[['0.98863', '259.9', '1870']]"
1764,timestamp,11:01:18.217000
1765,time_received,11:01:18.2552
1765,asks_change,"[['1.518', '0', '1871']]"
1765,timestamp,11:01:18.217000
1766,time_received,11:01:18.2642
1766,asks_change,"[['1.584', '0', '1872']]"
1766,timestamp,11:01:18.226000
1767,time_received,11:01:18.2713
1767,asks_change,"[['0.98863', '310.9', '1873']]"
1767,timestamp,11:01:18.233000
1768,time_received,11:01:18.2740
1768,asks_change,"[['0.98865', '0', '1874']]"
1768,timestamp,11:01:18.236000
1769,time_received,11:01:18.2758
1769,asks_change,"[['0.98863', '361.9', '1875']]"
1769,timestamp,11:01:18.238000
1770,time_received,11:01:18.3078
1770,asks_change,"[['0.98863', '415', '1876']]"
1770,timestamp,11:01:18.270000
1771,time_received,11:01:18.4835
1771,bids_change,"[['0.41', '0', '1877']]"
1771,timestamp,11:01:18.445000
1772,time_received,11:01:18.6595
1772,asks_change,"[['0', '0', '1878']]"
1772,timestamp,11:01:18.621000
1773,time_received,11:01:18.7607
1773,asks_change,"[['0.98863', '364', '1879']]"
1773,timestamp,11:01:18.722000
1774,time_received,11:01:18.7680
1774,asks_change,"[['0.96317', '0', '1880']]"
1774,timestamp,11:01:18.729000
1775,time_received,11:01:18.7705
1775,asks_change,"[['0.98863', '313', '1881']]"
1775,timestamp,11:01:18.733000
1776,time_received,11:01:18.7717
1776,asks_change,"[['0.98863', '262', '1882']]"
1776,timestamp,11:01:18.734000
1777,time_received,11:01:18.7889
1777,asks_change,"[['0.96316', '51', '1883']]"
1777,timestamp,11:01:18.751000
1778,time_received,11:01:18.7900
1778,asks_change,"[['0', '0', '1884']]"
1778,timestamp,11:01:18.752000
1779,time_received,11:01:18.8052
1779,asks_change,"[['0.96316', '102', '1885']]"
1779,timestamp,11:01:18.767000
1780,time_received,11:01:18.8132
1780,asks_change,"[['0.96316', '153', '1886']]"
1780,timestamp,11:01:18.774000
1781,time_received,11:01:18.8762
1781,asks_change,"[['0.98863', '53.1', '1887']]"
1781,timestamp,11:01:18.838000
1782,time_received,11:01:18.9037
1782,asks_change,"[['0.98862', '208.9', '1888']]"
1782,timestamp,11:01:18.865000
1783,time_received,11:01:19.0241
1783,bids_change,"[['0.91006', '0', '1889']]"
1783,timestamp,11:01:18.986000
1784,time_received,11:01:19.0271
1784,bids_change,"[['0.154', '0', '1890']]"
1784,timestamp,11:01:18.989000
1785,time_received,11:01:19.0493
1785,bids_change,"[['0.91006', '210.5', '1891']]"
1785,timestamp,11:01:19.011000
1786,time_received,11:01:19.0594
1786,asks_change,"[['0.96314', '37.6', '1892']]"
1786,timestamp,11:01:19.021000
1787,time_received,11:01:19.2486
1787,asks_change,"[['1.254', '717.3', '1893']]"
1787,timestamp,11:01:19.210000
1788,time_received,11:01:19.2768
1788,asks_change,"[['0.98863', '0', '1894']]"
1788,timestamp,11:01:19.238000
1789,time_received,11:01:19.2939
1789,asks_change,"[['0.96316', '102', '1895']]"
1789,timestamp,11:01:19.256000
1790,time_received,11:01:19.2997
1790,asks_change,"[['0.96316', '51', '1896']]"
1790,timestamp,11:01:19.262000
1791,time_received,11:01:19.3065
1791,asks_change,"[['0.96315', '53.1', '1897']]"
1791,timestamp,11:01:19.269000
1792,time_received,11:01:19.3142
1792,asks_change,"[['0.96316', '0', '1898']]"
1792,timestamp,11:01:19.276000
1793,time_received,11:01:19.3165
1793,asks_change,"[['0', '0', '1899']]"
1793,timestamp,11:01:19.279000
1794,time_received,11:01:19.3215
1794,asks_change,"[['0.96313', '51', '1900']]"
1794,timestamp,11:01:19.284000
1795,time_received,11:01:19.3273
1795,asks_change,"[['0.98862', '0', '1901']]"
1795,timestamp,11:01:19.289000
1796,time_received,11:01:19.3375
1796,asks_change,"[['0.96313', '102', '1902']]"
1796,timestamp,11:01:19.299000
1797,time_received,11:01:19.3494
1797,asks_change,"[['0.96313', '153', '1903']]"
1797,timestamp,11:01:19.311000
1798,time_received,11:01:19.3576
1798,asks_change,"[['0.98887', '208.9', '1904']]"
1798,timestamp,11:01:19.320000
1799,time_received,11:01:19.3756
1799,asks_change,"[['0.96315', '0', '1905']]"
1799,timestamp,11:01:19.337000
1800,time_received,11:01:19.4041
1800,asks_change,"[['0.96312', '53.1', '1906']]"
1800,timestamp,11:01:19.365000
1801,time_received,11:01:19.4513
1801,asks_change,"[['0', '0', '1907']]"
1801,timestamp,11:01:19.413000
1802,time_received,11:01:19.4701
1802,asks_change,"[['0.96314', '0', '1908']]"
1802,timestamp,11:01:19.432000
1803,time_received,11:01:19.5734
1803,asks_change,"[['0.96312', '0', '1909']]"
1803,timestamp,11:01:19.534000
1804,time_received,11:01:19.6005
1804,asks_change,"[['0.98886', '53.1', '1910']]"
1804,timestamp,11:01:19.562000
1805,time_received,11:01:19.7450
1805,asks_change,"[['0.96313', '190.6', '1911']]"
1805,timestamp,11:01:19.706000
1806,time_received,11:01:19.8231
1806,asks_change,"[['0.98886', '0', '1912']]"
1806,timestamp,11:01:19.785000
1807,time_received,11:01:19.8254
1807,asks_change,"[['0.96313', '139.6', '1913']]"
1807,timestamp,11:01:19.788000
1808,time_received,11:01:19.8464
1808,asks_change,"[['0.96313', '88.6', '1914']]"
1808,timestamp,11:01:19.808000
1809,time_received,11:01:19.8465
1809,asks_change,"[['0.96313', '37.6', '1915']]"
1809,timestamp,11:01:19.809000
1810,time_received,11:01:19.8547
1810,asks_change,"[['0.96312', '51', '1916']]"
1810,timestamp,11:01:19.817000
1811,time_received,11:01:19.8741
1811,asks_change,"[['0.96312', '104.1', '1917']]"
1811,timestamp,11:01:19.836000
1812,time_received,11:01:19.8833
1812,asks_change,"[['0.96312', '155.1', '1918']]"
1812,timestamp,11:01:19.845000
1813,time_received,11:01:19.8927
1813,asks_change,"[['0.96312', '206.1', '1919']]"
1813,timestamp,11:01:19.854000
1814,time_received,11:01:19.9777
1814,asks_change,"[['0.96312', '153', '1920']]"
1814,timestamp,11:01:19.939000
1815,time_received,11:01:19.9789
1815,asks_change,"[['0.98887', '0', '1921']]"
1815,timestamp,11:01:19.941000
1816,time_received,11:01:19.9886
1816,bids_change,"[['0.14', '0', '1922']]"
1816,timestamp,11:01:19.950000
1817,time_received,11:01:19.9952
1817,bids_change,"[['0.11', '140', '1923']]"
1817,timestamp,11:01:19.957000
1818,time_received,11:01:20.0028
1818,asks_change,"[['0.98886', '53.1', '1924']]"
1818,timestamp,11:01:19.964000
1819,time_received,11:01:20.0032
1819,bids_change,"[['0.15', '0', '1925']]"
1819,timestamp,11:01:19.965000
1820,time_received,11:01:20.0032
1820,bids_change,"[['0.13', '0', '1926']]"
1820,timestamp,11:01:19.965000
1821,time_received,11:01:20.0075
1821,asks_change,"[['0.98887', '208.9', '1927']]"
1821,timestamp,11:01:19.969000
1822,time_received,11:01:20.0290
1822,bids_change,"[['0.1', '11280', '1928']]"
1822,timestamp,11:01:19.991000
1823,time_received,11:01:20.0311
1823,bids_change,"[['0.3', '176.6', '1929']]"
1823,timestamp,11:01:19.993000
1824,time_received,11:01:20.0861
1824,asks_change,"[['0.98886', '0', '1930']]"
1824,timestamp,11:01:20.047000
1825,time_received,11:01:20.1121
1825,asks_change,"[['0.96311', '53.1', '1931']]"
1825,timestamp,11:01:20.073000
1826,time_received,11:01:20.1470
1826,asks_change,"[['0.96313', '0', '1932']]"
1826,timestamp,11:01:20.109000
1827,time_received,11:01:20.4390
1827,asks_change,"[['0.9631', '37.6', '1933']]"
1827,timestamp,11:01:20.401000
1828,time_received,11:01:20.4799
1828,asks_change,"[['0.96311', '0', '1934']]"
1828,timestamp,11:01:20.442000
1829,time_received,11:01:20.5069
1829,asks_change,"[['0.96311', '53.1', '1935']]"
1829,timestamp,11:01:20.469000
1830,time_received,11:01:20.5874
1830,asks_change,"[['0.96312', '102', '1936']]"
1830,timestamp,11:01:20.549000
1831,time_received,11:01:20.5903
1831,asks_change,"[['0.96312', '51', '1937']]"
1831,timestamp,11:01:20.552000
1832,time_received,11:01:20.5967
1832,asks_change,"[['0.96312', '0', '1938']]"
1832,timestamp,11:01:20.558000
1833,time_received,11:01:20.6132
1833,asks_change,"[['0.96309', '51', '1939']]"
1833,timestamp,11:01:20.575000
1834,time_received,11:01:20.6234
1834,asks_change,"[['0.96311', '0', '1940']]"
1834,timestamp,11:01:20.585000
1835,time_received,11:01:20.6259
1835,asks_change,"[['0.96309', '102', '1941']]"
1835,timestamp,11:01:20.588000
1836,time_received,11:01:20.6302
1836,asks_change,"[['0.96309', '153', '1942']]"
1836,timestamp,11:01:20.592000
1837,time_received,11:01:20.6593
1837,asks_change,"[['0.98886', '53.1', '1943']]"
1837,timestamp,11:01:20.621000
1838,time_received,11:01:20.6750
1838,bids_change,"[['0.91', '635.7', '1944']]"
1838,timestamp,11:01:20.637000
1839,time_received,11:01:20.7236
1839,asks_change,"[['0.98886', '0', '1945']]"
1839,timestamp,11:01:20.685000
1840,time_received,11:01:20.7502
1840,asks_change,"[['0.96308', '53.1', '1946']]"
1840,timestamp,11:01:20.712000
1841,time_received,11:01:20.8010
1841,asks_change,"[['0.9631', '0', '1947']]"
1841,timestamp,11:01:20.759000
1842,time_received,11:01:20.8208
1842,bids_change,"[['0.13', '153.8', '1948']]"
1842,timestamp,11:01:20.783000
1843,time_received,11:01:20.9233
1843,asks_change,"[['0.96308', '0', '1949']]"
1843,timestamp,11:01:20.885000
1844,time_received,11:01:20.9648
1844,asks_change,"[['0.98886', '53.1', '1950']]"
1844,timestamp,11:01:20.927000
1845,time_received,11:01:20.9984
1845,bids_change,"[['0.95001', '64.6', '1951']]"
1845,timestamp,11:01:20.960000
1846,time_received,11:01:21.0747
1846,bids_change,"[['0.08', '250', '1952']]"
1846,timestamp,11:01:21.036000
1847,time_received,11:01:21.0874
1847,asks_change,"[['0.96309', '102', '1953']]"
1847,timestamp,11:01:21.049000
1848,time_received,11:01:21.0884
1848,asks_change,"[['0.96308', '37.6', '1954']]"
1848,timestamp,11:01:21.051000
1849,time_received,11:01:21.0952
1849,asks_change,"[['0.96309', '51', '1955']]"
1849,timestamp,11:01:21.057000
1850,time_received,11:01:21.1003
1850,asks_change,"[['0.96309', '0', '1956']]"
1850,timestamp,11:01:21.062000
1851,time_received,11:01:21.1231
1851,asks_change,"[['0.98887', '0', '1957']]"
1851,timestamp,11:01:21.085000
1852,time_received,11:01:21.1270
1852,asks_change,"[['0.98886', '0', '1958']]"
1852,timestamp,11:01:21.089000
1853,time_received,11:01:21.1301
1853,asks_change,"[['0.96308', '88.6', '1959']]"
1853,timestamp,11:01:21.092000
1854,time_received,11:01:21.1356
1854,asks_change,"[['0.96308', '139.6', '1960']]"
1854,timestamp,11:01:21.097000
1855,time_received,11:01:21.1410
1855,asks_change,"[['0.96308', '190.6', '1961']]"
1855,timestamp,11:01:21.103000
1856,time_received,11:01:21.1586
1856,asks_change,"[['0.98885', '208.9', '1962']]"
1856,timestamp,11:01:21.121000
1857,time_received,11:01:21.1627
1857,asks_change,"[['0.98886', '93.7', '1963']]"
1857,timestamp,11:01:21.125000
1858,time_received,11:01:21.2450
1858,bids_change,"[['0.06', '19180.4', '1964']]"
1858,timestamp,11:01:21.207000
1859,time_received,11:01:21.2736
1859,asks_change,"[['0.98886', '0', '1965']]"
1859,timestamp,11:01:21.235000
1860,time_received,11:01:21.2975
1860,bids_change,"[['0.17712', '366.9', '1966']]"
1860,timestamp,11:01:21.259000
1861,time_received,11:01:21.3047
1861,asks_change,"[['0.96307', '93.7', '1967']]"
1861,timestamp,11:01:21.266000
1862,time_received,11:01:21.4002
1862,bids_change,"[['0.03', '666.6', '1968']]"
1862,timestamp,11:01:21.359000
1863,time_received,11:01:21.4265
1863,asks_change,"[['0.98885', '0', '1969']]"
1863,timestamp,11:01:21.388000
1864,time_received,11:01:21.4525
1864,asks_change,"[['0.98887', '208.9', '1970']]"
1864,timestamp,11:01:21.415000
1865,time_received,11:01:21.5121
1865,bids_change,"[['0.02', '51000', '1971']]"
1865,timestamp,11:01:21.474000
1866,time_received,11:01:21.5168
1866,asks_change,"[['0.96308', '153', '1972']]"
1866,timestamp,11:01:21.479000
1867,time_received,11:01:21.5236
1867,bids_change,"[['0.95001', '0', '1973']]"
1867,timestamp,11:01:21.486000
1868,time_received,11:01:21.5663
1868,bids_change,"[['0.95001', '105.2', '1974']]"
1868,timestamp,11:01:21.528000
1869,time_received,11:01:21.5775
1869,asks_change,"[['0.96307', '0', '1975']]"
1869,timestamp,11:01:21.539000
1870,time_received,11:01:21.5851
1870,bids_change,"[['0.91005', '156.4', '1976']]"
1870,timestamp,11:01:21.547000
1871,time_received,11:01:21.6038
1871,asks_change,"[['0.98886', '93.7', '1977']]"
1871,timestamp,11:01:21.565000
1872,time_received,11:01:21.6153
1872,asks_change,"[['0.96308', '102', '1978']]"
1872,timestamp,11:01:21.577000
1873,time_received,11:01:21.6200
1873,asks_change,"[['0.96308', '51', '1979']]"
1873,timestamp,11:01:21.582000
1874,time_received,11:01:21.6252
1874,asks_change,"[['0.96308', '0', '1980']]"
1874,timestamp,11:01:21.587000
1875,time_received,11:01:21.6425
1875,asks_change,"[['0.96306', '51', '1981']]"
1875,timestamp,11:01:21.604000
1876,time_received,11:01:21.6574
1876,asks_change,"[['0.96306', '102', '1982']]"
1876,timestamp,11:01:21.618000
1877,time_received,11:01:21.6629
1877,asks_change,"[['0.96306', '153', '1983']]"
1877,timestamp,11:01:21.624000
1878,time_received,11:01:21.6714
1878,bids_change,"[['0.91006', '0', '1984']]"
1878,timestamp,11:01:21.633000
1879,time_received,11:01:21.6842
1879,asks_change,"[['0.98887', '0', '1985']]"
1879,timestamp,11:01:21.646000
1880,time_received,11:01:21.7027
1880,bids_change,"[['0.91006', '210.5', '1986']]"
1880,timestamp,11:01:21.664000
1881,time_received,11:01:21.7140
1881,asks_change,"[['0.98885', '208.9', '1987']]"
1881,timestamp,11:01:21.676000
1882,time_received,11:01:21.7342
1882,asks_change,"[['0.96306', '102', '1988']]"
1882,timestamp,11:01:21.696000
1883,time_received,11:01:21.8094
1883,bids_change,"[['0.0425', '29874.7', '1989']]"
1883,timestamp,11:01:21.771000
1884,time_received,11:01:21.8171
1884,asks_change,"[['0.96306', '139.6', '1990']]"
1884,timestamp,11:01:21.779000
1885,time_received,11:01:21.8746
1885,asks_change,"[['0.98886', '0', '1991']]"
1885,timestamp,11:01:21.836000
1886,time_received,11:01:21.8894
1886,bids_change,"[['0.17712', '733.8', '1992']]"
1886,timestamp,11:01:21.851000
1887,time_received,11:01:21.9003
1887,asks_change,"[['0.98884', '93.7', '1993']]"
1887,timestamp,11:01:21.862000
1888,time_received,11:01:22.3891
1888,bids_change,"[['0.13284', '489.3', '1994']]"
1888,timestamp,11:01:22.351000
1889,time_received,11:01:22.4945
1889,asks_change,"[['0.96306', '88.6', '1995']]"
1889,timestamp,11:01:22.456000
1890,time_received,11:01:22.5058
1890,asks_change,"[['0.96306', '37.6', '1996']]"
1890,timestamp,11:01:22.468000
1891,time_received,11:01:22.5069
1891,asks_change,"[['0.96305', '51', '1997']]"
1891,timestamp,11:01:22.469000
1892,time_received,11:01:22.5216
1892,asks_change,"[['0.96305', '102', '1998']]"
1892,timestamp,11:01:22.483000
1893,time_received,11:01:22.5248
1893,asks_change,"[['0.98885', '0', '1999']]"
1893,timestamp,11:01:22.487000
1894,time_received,11:01:22.5477
1894,asks_change,"[['0.96305', '153', '2000']]"
1894,timestamp,11:01:22.509000
1895,time_received,11:01:22.5527
1895,asks_change,"[['0.98883', '208.9', '2001']]"
1895,timestamp,11:01:22.515000
1896,time_received,11:01:22.6236
1896,asks_change,"[['0.98884', '0', '2002']]"
1896,timestamp,11:01:22.585000
1897,time_received,11:01:22.6596
1897,asks_change,"[['0.96304', '93.7', '2003']]"
1897,timestamp,11:01:22.621000
1898,time_received,11:01:22.7357
1898,asks_change,"[['0.98883', '0', '2004']]"
1898,timestamp,11:01:22.697000
1899,time_received,11:01:22.7622
1899,asks_change,"[['0.98887', '208.9', '2005']]"
1899,timestamp,11:01:22.724000
1900,time_received,11:01:22.9615
1900,asks_change,"[['0.96305', '102', '2006']]"
1900,timestamp,11:01:22.923000
1901,time_received,11:01:23.0172
1901,asks_change,"[['0.96306', '0', '2007']]"
1901,timestamp,11:01:22.979000
1902,time_received,11:01:23.0320
1902,asks_change,"[['0.96304', '0', '2008']]"
1902,timestamp,11:01:22.994000
1903,time_received,11:01:23.0590
1903,asks_change,"[['0.96305', '51', '2009']]"
1903,timestamp,11:01:23.021000
1904,time_received,11:01:23.0672
1904,asks_change,"[['0.98886', '93.7', '2010']]"
1904,timestamp,11:01:23.030000
1905,time_received,11:01:23.0701
1905,asks_change,"[['0.96305', '0', '2011']]"
1905,timestamp,11:01:23.032000
1906,time_received,11:01:23.0907
1906,asks_change,"[['0.96303', '51', '2012']]"
1906,timestamp,11:01:23.052000
1907,time_received,11:01:23.1075
1907,asks_change,"[['0.96303', '102', '2013']]"
1907,timestamp,11:01:23.069000
1908,time_received,11:01:23.1076
1908,bids_change,"[['0.0425', '29751.4', '2014']]"
1908,timestamp,11:01:23.069000
1909,time_received,11:01:23.1210
1909,bids_change,"[['0.91006', '0', '2015']]"
1909,timestamp,11:01:23.083000
1910,time_received,11:01:23.1472
1910,bids_change,"[['0.91006', '210.5', '2016']]"
1910,timestamp,11:01:23.109000
1911,time_received,11:01:23.1670
1911,asks_change,"[['0.98887', '0', '2017']]"
1911,timestamp,11:01:23.129000
1912,time_received,11:01:23.1945
1912,asks_change,"[['0.98885', '208.9', '2018']]"
1912,timestamp,11:01:23.156000
1913,time_received,11:01:23.3075
1913,asks_change,"[['0.96303', '139.6', '2019']]"
1913,timestamp,11:01:23.269000
1914,time_received,11:01:23.3629
1914,asks_change,"[['0.96303', '88.4', '2021']]"
1914,timestamp,11:01:23.324000
1915,time_received,11:01:23.3837
1915,asks_change,"[['0.98886', '0', '2022']]"
1915,timestamp,11:01:23.345000
1916,time_received,11:01:23.3910
1916,bids_change,"[['0.91005', '141.8', '2023']]"
1916,timestamp,11:01:23.353000
1917,time_received,11:01:23.4172
1917,asks_change,"[['0.98884', '93.7', '2024']]"
1917,timestamp,11:01:23.379000
1918,time_received,11:01:23.6951
1918,asks_change,"[['0.96303', '50.8', '2025']]"
1918,timestamp,11:01:23.657000
1919,time_received,11:01:23.8081
1919,bids_change,"[['0.95002', '52.3', '2026']]"
1919,timestamp,11:01:23.770000
1920,time_received,11:01:23.8135
1920,asks_change,"[['0.96303', '0', '2027']]"
1920,timestamp,11:01:23.776000
1921,time_received,11:01:23.8144
1921,asks_change,"[['0.96302', '51', '2028']]"
1921,timestamp,11:01:23.777000
1922,time_received,11:01:23.8466
1922,asks_change,"[['0.98883', '50.8', '2029']]"
1922,timestamp,11:01:23.808000
1923,time_received,11:01:23.9793
1923,asks_change,"[['0.963', '37.6', '2030']]"
1923,timestamp,11:01:23.941000
1924,time_received,11:01:24.0290
1924,asks_change,"[['0.98885', '0', '2031']]"
1924,timestamp,11:01:23.991000
1925,time_received,11:01:24.0631
1925,asks_change,"[['0.98883', '259.7', '2032']]"
1925,timestamp,11:01:24.025000
1926,time_received,11:01:24.1592
1926,bids_change,"[['0.90003', '1652.2', '2033']]"
1926,timestamp,11:01:24.121000
1927,time_received,11:01:24.2352
1927,bids_change,"[['0.91', '189.1', '2034']]"
1927,timestamp,11:01:24.197000
1928,time_received,11:01:24.3838
1928,asks_change,"[['0.963', '0', '2035']]"
1928,timestamp,11:01:24.346000
1929,time_received,11:01:24.4130
1929,asks_change,"[['0.96302', '0', '2036']]"
1929,timestamp,11:01:24.374000
1930,time_received,11:01:24.4310
1930,asks_change,"[['0.98883', '208.9', '2037']]"
1930,timestamp,11:01:24.392000
1931,time_received,11:01:24.4326
1931,asks_change,"[['0.98884', '0', '2038']]"
1931,timestamp,11:01:24.395000
1932,time_received,11:01:24.4501
1932,asks_change,"[['0.96299', '51', '2039']]"
1932,timestamp,11:01:24.412000
1933,time_received,11:01:24.4624
1933,asks_change,"[['0.98882', '93.7', '2040']]"
1933,timestamp,11:01:24.424000
1934,time_received,11:01:24.4685
1934,asks_change,"[['0.96299', '101.8', '2041']]"
1934,timestamp,11:01:24.430000
1935,time_received,11:01:24.4808
1935,bids_change,"[['0.91006', '0', '2042']]"
1935,timestamp,11:01:24.443000
1936,time_received,11:01:24.5088
1936,bids_change,"[['0.91006', '210.5', '2043']]"
1936,timestamp,11:01:24.471000
1937,time_received,11:01:24.5220
1937,asks_change,"[['0.98883', '0', '2044']]"
1937,timestamp,11:01:24.484000
1938,time_received,11:01:24.5513
1938,asks_change,"[['0.98881', '208.9', '2045']]"
1938,timestamp,11:01:24.513000
1939,time_received,11:01:24.6656
1939,asks_change,"[['0.96297', '37.6', '2046']]"
1939,timestamp,11:01:24.628000
1940,time_received,11:01:24.8307
1940,asks_change,"[['0.96297', '1.3', '2047']]"
1940,timestamp,11:01:24.792000
1941,time_received,11:01:24.8789
1941,asks_change,"[['0.98882', '0', '2048']]"
1941,timestamp,11:01:24.840000
1942,time_received,11:01:24.9064
1942,asks_change,"[['0.9888', '93.7', '2049']]"
1942,timestamp,11:01:24.868000
1943,time_received,11:01:24.9519
1943,asks_change,"[['0.96299', '50.8', '2050']]"
1943,timestamp,11:01:24.913000
1944,time_received,11:01:24.9538
1944,asks_change,"[['0.96299', '0', '2051']]"
1944,timestamp,11:01:24.916000
1945,time_received,11:01:24.9790
1945,bids_change,"[['0.04', '0', '2052']]"
1945,timestamp,11:01:24.940000
1946,time_received,11:01:24.9894
1946,asks_change,"[['0.96298', '51', '2053']]"
1946,timestamp,11:01:24.951000
1947,time_received,11:01:24.9905
1947,asks_change,"[['0.96298', '101.8', '2054']]"
1947,timestamp,11:01:24.952000
1948,time_received,11:01:25.0273
1948,asks_change,"[['0.98881', '0', '2055']]"
1948,timestamp,11:01:24.989000
1949,time_received,11:01:25.0639
1949,asks_change,"[['0.98879', '208.9', '2056']]"
1949,timestamp,11:01:25.025000
1950,time_received,11:01:25.0726
1950,asks_change,"[['0.96297', '0', '2057']]"
1950,timestamp,11:01:25.034000
1951,time_received,11:01:25.1697
1951,asks_change,"[['0.96298', '0', '2059']]"
1951,bids_change,"[['0', '0', '2060']]"
1951,timestamp,11:01:25.131000
1952,time_received,11:01:25.2607
1952,asks_change,"[['0', '0', '2061']]"
1952,timestamp,11:01:25.223000
1953,time_received,11:01:25.2707
1953,asks_change,"[['0.9888', '0', '2062']]"
1953,timestamp,11:01:25.232000
1954,time_received,11:01:25.3018
1954,asks_change,"[['0.98878', '93.7', '2063']]"
1954,timestamp,11:01:25.263000
1955,time_received,11:01:25.3235
1955,asks_change,"[['0.98879', '0', '2064']]"
1955,timestamp,11:01:25.285000
1956,time_received,11:01:25.3581
1956,asks_change,"[['0.98877', '208.9', '2065']]"
1956,timestamp,11:01:25.320000
1957,time_received,11:01:25.4223
1957,asks_change,"[['0', '0', '2066']]"
1957,timestamp,11:01:25.384000
1958,time_received,11:01:25.4531
