,,0
3050,timestamp,11:02:05.973000
3051,time_received,11:02:06.0215
3051,bids_change,"[['1.00014', '0', '3213']]"
3051,timestamp,11:02:05.983000
3052,time_received,11:02:06.0505
3052,bids_change,"[['1.00016', '196.7', '3214']]"
3052,timestamp,11:02:06.012000
3053,time_received,11:02:06.1325
3053,bids_change,"[['1.00015', '0', '3215']]"
3053,timestamp,11:02:06.094000
3054,time_received,11:02:06.1693
3054,bids_change,"[['1.00017', '98.3', '3216']]"
3054,timestamp,11:02:06.131000
3055,time_received,11:02:06.2249
3055,bids_change,"[['1.00016', '0', '3217']]"
3055,timestamp,11:02:06.187000
3056,time_received,11:02:06.2517
3056,bids_change,"[['1.00018', '196.7', '3218']]"
3056,timestamp,11:02:06.213000
3057,time_received,11:02:06.2791
3057,bids_change,"[['1.00017', '0', '3219']]"
3057,timestamp,11:02:06.241000
3058,time_received,11:02:06.3047
3058,bids_change,"[['1.00019', '98.3', '3220']]"
3058,timestamp,11:02:06.266000
3059,time_received,11:02:06.3232
3059,bids_change,"[['1.00018', '0', '3221']]"
3059,timestamp,11:02:06.285000
3060,time_received,11:02:06.3552
3060,bids_change,"[['1.0002', '196.7', '3222']]"
3060,timestamp,11:02:06.317000
3061,time_received,11:02:06.3788
3061,bids_change,"[['1.00019', '0', '3223']]"
3061,timestamp,11:02:06.341000
3062,time_received,11:02:06.4048
3062,bids_change,"[['1.00021', '98.3', '3224']]"
3062,timestamp,11:02:06.366000
3063,time_received,11:02:06.5050
3063,asks_change,"[['1.215', '0', '3225']]"
3063,timestamp,11:02:06.467000
3064,time_received,11:02:06.5142
3064,asks_change,"[['1.03259', '24.4', '3226']]"
3064,timestamp,11:02:06.476000
3065,time_received,11:02:06.5252
3065,asks_change,"[['1.03259', '0', '3227']]"
3065,timestamp,11:02:06.487000
3066,time_received,11:02:06.5290
3066,bids_change,"[['1.0002', '0', '3228']]"
3066,timestamp,11:02:06.491000
3067,time_received,11:02:06.5468
3067,asks_change,"[['1.03258', '49.2', '3229']]"
3067,timestamp,11:02:06.509000
3068,time_received,11:02:06.5576
3068,asks_change,"[['1.03258', '73.6', '3230']]"
3068,timestamp,11:02:06.519000
3069,time_received,11:02:06.5580
3069,bids_change,"[['1.00022', '196.7', '3231']]"
3069,timestamp,11:02:06.520000
3070,time_received,11:02:06.5824
3070,bids_change,"[['1.00021', '0', '3232']]"
3070,timestamp,11:02:06.544000
3071,time_received,11:02:06.6068
3071,bids_change,"[['1.00023', '98.3', '3233']]"
3071,timestamp,11:02:06.569000
3072,time_received,11:02:06.6211
3072,bids_change,"[['1.00022', '0', '3234']]"
3072,timestamp,11:02:06.583000
3073,time_received,11:02:06.6501
3073,bids_change,"[['1.00024', '196.7', '3235']]"
3073,timestamp,11:02:06.612000
3074,time_received,11:02:06.6780
3074,bids_change,"[['1.00023', '0', '3236']]"
3074,timestamp,11:02:06.640000
3075,time_received,11:02:06.7016
3075,bids_change,"[['1.00025', '98.3', '3237']]"
3075,timestamp,11:02:06.663000
3076,time_received,11:02:06.9113
3076,bids_change,"[['0.91005', '47.5', '3238']]"
3076,timestamp,11:02:06.873000
3077,time_received,11:02:07.0526
3077,bids_change,"[['0.04', '1250', '3239']]"
3077,timestamp,11:02:07.014000
3078,time_received,11:02:07.0548
3078,asks_change,"[['1.03258', '49.2', '3240']]"
3078,timestamp,11:02:07.017000
3079,time_received,11:02:07.0592
3079,asks_change,"[['1.03258', '0', '3241']]"
3079,timestamp,11:02:07.022000
3080,time_received,11:02:07.0878
3080,asks_change,"[['1.03257', '24.4', '3242']]"
3080,timestamp,11:02:07.049000
3081,time_received,11:02:07.1109
3081,asks_change,"[['1.03257', '73.6', '3243']]"
3081,timestamp,11:02:07.073000
3082,time_received,11:02:07.1815
3082,bids_change,"[['1.00024', '0', '3244']]"
3082,timestamp,11:02:07.144000
3083,time_received,11:02:07.2074
3083,bids_change,"[['1.00026', '196.7', '3245']]"
3083,timestamp,11:02:07.169000
3084,time_received,11:02:07.2848
3084,bids_change,"[['1.00025', '0', '3246']]"
3084,timestamp,11:02:07.238000
3085,time_received,11:02:07.3014
3085,bids_change,"[['1.00027', '98.3', '3247']]"
3085,timestamp,11:02:07.263000
3086,time_received,11:02:07.4367
3086,bids_change,"[['0.12', '4583.2', '3248']]"
3086,timestamp,11:02:07.399000
3087,time_received,11:02:07.7095
3087,bids_change,"[['0.9856', '329', '3249']]"
3087,timestamp,11:02:07.672000
3088,time_received,11:02:07.8226
3088,asks_change,"[['1.03257', '24.4', '3250']]"
3088,timestamp,11:02:07.785000
3089,time_received,11:02:07.8299
3089,asks_change,"[['1.03257', '0', '3251']]"
3089,timestamp,11:02:07.792000
3090,time_received,11:02:07.8374
3090,bids_change,"[['1.00026', '0', '3252']]"
3090,timestamp,11:02:07.799000
3091,time_received,11:02:07.8508
3091,asks_change,"[['1.03256', '49.2', '3253']]"
3091,timestamp,11:02:07.813000
3092,time_received,11:02:07.8667
3092,bids_change,"[['1.00028', '196.7', '3254']]"
3092,timestamp,11:02:07.829000
3093,time_received,11:02:07.8671
3093,asks_change,"[['1.03256', '73.6', '3255']]"
3093,timestamp,11:02:07.830000
3094,time_received,11:02:07.8779
3094,bids_change,"[['1.00027', '0', '3256']]"
3094,timestamp,11:02:07.838000
3095,time_received,11:02:07.9048
3095,bids_change,"[['1.00001', '98.3', '3257']]"
3095,timestamp,11:02:07.867000
3096,time_received,11:02:07.9392
3096,bids_change,"[['1.00028', '0', '3258']]"
3096,timestamp,11:02:07.901000
3097,time_received,11:02:07.9668
3097,bids_change,"[['1.00001', '295', '3259']]"
3097,timestamp,11:02:07.929000
3098,time_received,11:02:08.0405
3098,bids_change,"[['1.00001', '196.7', '3260']]"
3098,timestamp,11:02:08.002000
3099,time_received,11:02:08.0660
3099,bids_change,"[['1.00001', '295', '3261']]"
3099,timestamp,11:02:08.028000
3100,time_received,11:02:08.2905
3100,bids_change,"[['0.9125', '25', '3262']]"
3100,timestamp,11:02:08.252000
3101,time_received,11:02:08.3745
3101,asks_change,"[['1.03256', '24.4', '3263']]"
3101,timestamp,11:02:08.336000
3102,time_received,11:02:08.3783
3102,asks_change,"[['1.03256', '0', '3264']]"
3102,timestamp,11:02:08.340000
3103,time_received,11:02:08.4008
3103,asks_change,"[['1.03255', '49.2', '3265']]"
3103,timestamp,11:02:08.363000
3104,time_received,11:02:08.4132
3104,asks_change,"[['1.03255', '73.6', '3266']]"
3104,timestamp,11:02:08.375000
3105,time_received,11:02:08.8492
3105,bids_change,"[['0.99', '1001.9', '3267']]"
3105,timestamp,11:02:08.811000
3106,time_received,11:02:08.8558
3106,asks_change,"[['1.19211', '41.9', '3268']]"
3106,timestamp,11:02:08.818000
3107,time_received,11:02:08.9362
3107,asks_change,"[['1.03255', '24.4', '3269']]"
3107,timestamp,11:02:08.898000
3108,time_received,11:02:08.9453
3108,asks_change,"[['1.03255', '0', '3270']]"
3108,timestamp,11:02:08.907000
3109,time_received,11:02:08.9696
3109,asks_change,"[['1.03254', '49.2', '3271']]"
3109,timestamp,11:02:08.931000
3110,time_received,11:02:08.9730
3110,asks_change,"[['1.03254', '73.6', '3272']]"
3110,timestamp,11:02:08.935000
3111,time_received,11:02:09.3780
3111,asks_change,"[['1.19211', '0', '3273']]"
3111,timestamp,11:02:09.340000
3112,time_received,11:02:09.4095
3112,bids_change,"[['0.06', '19180.4', '3274']]"
3112,timestamp,11:02:09.371000
3113,time_received,11:02:09.4881
3113,asks_change,"[['1.03254', '24.4', '3275']]"
3113,timestamp,11:02:09.450000
3114,time_received,11:02:09.5025
3114,asks_change,"[['1.03254', '0', '3276']]"
3114,timestamp,11:02:09.464000
3115,time_received,11:02:09.5119
3115,asks_change,"[['1.03253', '49.2', '3277']]"
3115,timestamp,11:02:09.474000
3116,time_received,11:02:09.5342
3116,asks_change,"[['1.03253', '73.6', '3278']]"
3116,timestamp,11:02:09.496000
3117,time_received,11:02:09.8886
3117,bids_change,"[['1', '749', '3279']]"
3117,timestamp,11:02:09.851000
3118,time_received,11:02:09.9213
3118,asks_change,"[['1.2072', '41.4', '3280']]"
3118,timestamp,11:02:09.883000
3119,time_received,11:02:10.0176
3119,asks_change,"[['1.03253', '24.4', '3281']]"
3119,timestamp,11:02:09.979000
3120,time_received,11:02:10.0238
3120,asks_change,"[['1.03253', '0', '3282']]"
3120,timestamp,11:02:09.986000
3121,time_received,11:02:10.0395
3121,asks_change,"[['1.03252', '49.2', '3283']]"
3121,timestamp,11:02:10.001000
3122,time_received,11:02:10.0550
3122,asks_change,"[['1.03252', '73.6', '3284']]"
3122,timestamp,11:02:10.017000
3123,time_received,11:02:10.1578
3123,asks_change,"[['1.2072', '82.8', '3285']]"
3123,timestamp,11:02:10.120000
3124,time_received,11:02:10.5361
3124,bids_change,"[['0.0425', '10580.2', '3286']]"
3124,timestamp,11:02:10.498000
3125,time_received,11:02:10.6702
3125,asks_change,"[['1.03252', '24.4', '3287']]"
3125,timestamp,11:02:10.632000
3126,time_received,11:02:10.6812
3126,asks_change,"[['1.03252', '0', '3288']]"
3126,timestamp,11:02:10.642000
3127,time_received,11:02:10.6992
3127,asks_change,"[['1.03251', '49.2', '3289']]"
3127,timestamp,11:02:10.661000
3128,time_received,11:02:10.7094
3128,asks_change,"[['1.03251', '73.6', '3290']]"
3128,timestamp,11:02:10.671000
3129,time_received,11:02:10.7851
3129,asks_change,"[['1.215', '51.2', '3291']]"
3129,timestamp,11:02:10.747000
3130,time_received,11:02:10.8252
3130,asks_change,"[['1.03251', '44.7', '3292']]"
3130,timestamp,11:02:10.787000
3131,time_received,11:02:10.8507
3131,asks_change,"[['1.35', '918.8', '3293']]"
3131,timestamp,11:02:10.813000
3132,time_received,11:02:10.8659
3132,bids_change,"[['1.00002', '147.7', '3294']]"
3132,timestamp,11:02:10.828000
3133,time_received,11:02:10.9212
3133,bids_change,"[['1.00001', '196.7', '3295']]"
3133,timestamp,11:02:10.883000
3134,time_received,11:02:10.9318
3134,bids_change,"[['1.00001', '0', '3296']]"
3134,timestamp,11:02:10.894000
3135,time_received,11:02:10.9464
3135,bids_change,"[['1.00003', '98.3', '3297']]"
3135,timestamp,11:02:10.908000
3136,time_received,11:02:10.9642
3136,bids_change,"[['1.00003', '295', '3298']]"
3136,timestamp,11:02:10.926000
3137,time_received,11:02:11.0267
3137,bids_change,"[['1.00003', '196.7', '3299']]"
3137,timestamp,11:02:10.988000
3138,time_received,11:02:11.0366
3138,bids_change,"[['0.65844', '0', '3300']]"
3138,timestamp,11:02:10.998000
3139,time_received,11:02:11.0527
3139,bids_change,"[['1.00004', '98.3', '3301']]"
3139,timestamp,11:02:11.015000
3140,time_received,11:02:11.1409
3140,bids_change,"[['1', '10749', '3302']]"
3140,timestamp,11:02:11.103000
3141,time_received,11:02:11.1772
3141,asks_change,"[['1.03251', '24.4', '3303']]"
3141,timestamp,11:02:11.139000
3142,time_received,11:02:11.1831
3142,bids_change,"[['1.00003', '0', '3304']]"
3142,timestamp,11:02:11.145000
3143,time_received,11:02:11.1863
3143,asks_change,"[['1.03251', '0', '3305']]"
3143,timestamp,11:02:11.148000
3144,time_received,11:02:11.1882
3144,asks_change,"[['0', '0', '3306']]"
3144,timestamp,11:02:11.151000
3145,time_received,11:02:11.2047
3145,asks_change,"[['1.0325', '20.3', '3307']]"
3145,timestamp,11:02:11.166000
3146,time_received,11:02:11.2093
3146,bids_change,"[['1.00005', '196.7', '3308']]"
3146,timestamp,11:02:11.170000
3147,time_received,11:02:11.2196
3147,asks_change,"[['1.0325', '44.7', '3309']]"
3147,timestamp,11:02:11.181000
3148,time_received,11:02:11.2229
3148,asks_change,"[['1.0852', '98.3', '3310']]"
3148,timestamp,11:02:11.185000
3149,time_received,11:02:11.2299
3149,bids_change,"[['1.00005', '225.6', '3311']]"
3149,timestamp,11:02:11.192000
3150,time_received,11:02:11.2540
3150,asks_change,"[['1.08519', '196.7', '3312']]"
3150,timestamp,11:02:11.216000
3151,time_received,11:02:11.3461
3151,asks_change,"[['0', '0', '3313']]"
3151,timestamp,11:02:11.308000
3152,time_received,11:02:11.6294
3152,bids_change,"[['1.00004', '0', '3314']]"
3152,timestamp,11:02:11.591000
3153,time_received,11:02:11.6571
3153,bids_change,"[['1.00006', '98.3', '3315']]"
3153,timestamp,11:02:11.619000
3154,time_received,11:02:11.6953
3154,asks_change,"[['1.0325', '24.4', '3316']]"
3154,timestamp,11:02:11.657000
3155,time_received,11:02:11.7033
3155,asks_change,"[['1.0325', '0', '3317']]"
3155,timestamp,11:02:11.665000
3156,time_received,11:02:11.7266
3156,asks_change,"[['1.03249', '20.3', '3318']]"
3156,timestamp,11:02:11.688000
3157,time_received,11:02:11.7308
3157,asks_change,"[['1.0852', '0', '3319']]"
3157,timestamp,11:02:11.693000
3158,time_received,11:02:11.7362
3158,asks_change,"[['1.03249', '44.7', '3320']]"
3158,timestamp,11:02:11.698000
3159,time_received,11:02:11.7593
3159,bids_change,"[['1.00005', '196.7', '3321']]"
3159,timestamp,11:02:11.721000
3160,time_received,11:02:11.7600
3160,asks_change,"[['1.08518', '98.3', '3322']]"
3160,timestamp,11:02:11.722000
3161,time_received,11:02:11.7801
3161,asks_change,"[['1.08519', '0', '3323']]"
3161,timestamp,11:02:11.742000
3162,time_received,11:02:11.7803
3162,bids_change,"[['0.07', '43.6', '3324']]"
3162,timestamp,11:02:11.742000
3163,time_received,11:02:11.7902
3163,bids_change,"[['1.00007', '28.9', '3325']]"
3163,timestamp,11:02:11.751000
3164,time_received,11:02:11.8100
3164,asks_change,"[['1.0852', '196.7', '3326']]"
3164,timestamp,11:02:11.772000
3165,time_received,11:02:11.8241
3165,bids_change,"[['1.00005', '0', '3327']]"
3165,timestamp,11:02:11.786000
3166,time_received,11:02:11.8480
3166,bids_change,"[['1.00007', '225.6', '3328']]"
3166,timestamp,11:02:11.810000
3167,time_received,11:02:12.0110
3167,asks_change,"[['1.08521', '0', '3329']]"
3167,timestamp,11:02:11.973000
3168,time_received,11:02:12.0602
3168,asks_change,"[['1.3', '58.3', '3330']]"
3168,timestamp,11:02:12.022000
3169,time_received,11:02:12.6221
3169,asks_change,"[['1.0852', '0', '3331']]"
3169,timestamp,11:02:12.584000
3170,time_received,11:02:12.6329
3170,bids_change,"[['1.00007', '28.9', '3332']]"
3170,timestamp,11:02:12.595000
3171,time_received,11:02:12.6505
3171,asks_change,"[['1.08517', '196.7', '3333']]"
3171,timestamp,11:02:12.612000
3172,time_received,11:02:12.6619
3172,bids_change,"[['1.00008', '196.7', '3334']]"
3172,timestamp,11:02:12.624000
3173,time_received,11:02:12.6787
3173,asks_change,"[['1.08518', '0', '3335']]"
3173,timestamp,11:02:12.640000
3174,time_received,11:02:12.7078
3174,asks_change,"[['1.08519', '98.3', '3336']]"
3174,timestamp,11:02:12.669000
3175,time_received,11:02:12.7120
3175,bids_change,"[['1.00233', '299.3', '3337']]"
3175,timestamp,11:02:12.674000
3176,time_received,11:02:12.7350
3176,bids_change,"[['1.00006', '0', '3338']]"
3176,timestamp,11:02:12.696000
3177,time_received,11:02:12.7424
3177,asks_change,"[['1.03249', '24.4', '3339']]"
3177,timestamp,11:02:12.704000
3178,time_received,11:02:12.7559
3178,asks_change,"[['1.03249', '0', '3340']]"
3178,timestamp,11:02:12.717000
3179,time_received,11:02:12.7638
3179,bids_change,"[['1.00234', '98.3', '3341']]"
3179,timestamp,11:02:12.726000
3180,time_received,11:02:12.7702
3180,asks_change,"[['1.08517', '0', '3342']]"
3180,timestamp,11:02:12.732000
3181,time_received,11:02:12.7715
3181,asks_change,"[['1.03248', '20.3', '3343']]"
3181,timestamp,11:02:12.734000
3182,time_received,11:02:12.7845
3182,bids_change,"[['1.00008', '0', '3344']]"
3182,timestamp,11:02:12.746000
3183,time_received,11:02:12.7858
3183,asks_change,"[['1.03248', '44.7', '3345']]"
3183,timestamp,11:02:12.748000
3184,time_received,11:02:12.7965
3184,asks_change,"[['1.20719', '196.7', '3346']]"
3184,timestamp,11:02:12.758000
3185,time_received,11:02:12.8067
3185,bids_change,"[['1.00007', '0', '3347']]"
3185,timestamp,11:02:12.768000
3186,time_received,11:02:12.8109
3186,bids_change,"[['1.00235', '196.7', '3348']]"
3186,timestamp,11:02:12.773000
3187,time_received,11:02:12.8316
3187,bids_change,"[['1.00234', '127.1', '3349']]"
3187,timestamp,11:02:12.793000
3188,time_received,11:02:12.9312
3188,asks_change,"[['1.08519', '0', '3350']]"
3188,timestamp,11:02:12.893000
3189,time_received,11:02:12.9599
3189,asks_change,"[['1.20719', '295', '3351']]"
3189,timestamp,11:02:12.922000
3190,time_received,11:02:13.0169
3190,asks_change,"[['1.1956', '209.1', '3352']]"
3190,timestamp,11:02:12.978000
3191,time_received,11:02:13.0263
3191,asks_change,"[['1.03248', '0', '3354']]"
3191,bids_change,"[['1.0325', '24.1', '3355']]"
3191,timestamp,11:02:12.988000
3192,time_received,11:02:13.0722
3192,bids_change,"[['1.00234', '28.8', '3356']]"
3192,timestamp,11:02:13.034000
3193,time_received,11:02:13.0739
3193,asks_change,"[['1.20719', '196.7', '3357']]"
3193,timestamp,11:02:13.036000
3194,time_received,11:02:13.1108
3194,bids_change,"[['1.00236', '98.3', '3358']]"
3194,timestamp,11:02:13.072000
3195,time_received,11:02:13.1111
3195,asks_change,"[['1.19559', '98.3', '3359']]"
3195,timestamp,11:02:13.073000
3196,time_received,11:02:13.1112
3196,asks_change,"[['0', '0', '3360']]"
3196,bids_change,"[['1.04312', '80.9', '3361']]"
3196,timestamp,11:02:13.073000
3197,time_received,11:02:13.1749
3197,bids_change,"[['0', '0', '3362']]"
3197,timestamp,11:02:13.135000
3198,time_received,11:02:13.1790
3198,bids_change,"[['1.00235', '0', '3363']]"
3198,timestamp,11:02:13.138000
3199,time_received,11:02:13.2074
3199,bids_change,"[['1.04313', '196.7', '3364']]"
3199,timestamp,11:02:13.169000
3200,time_received,11:02:13.2171
3200,asks_change,"[['1.20719', '0', '3365']]"
3200,timestamp,11:02:13.179000
3201,time_received,11:02:13.2457
3201,asks_change,"[['1.19559', '295', '3366']]"
3201,timestamp,11:02:13.208000
3202,time_received,11:02:13.2680
3202,bids_change,"[['1.00234', '0', '3367']]"
3202,timestamp,11:02:13.230000
3203,time_received,11:02:13.2965
3203,bids_change,"[['1.0008', '44.7', '3368']]"
3203,timestamp,11:02:13.258000
3204,time_received,11:02:13.3592
3204,bids_change,"[['1.002', '24.9', '3369']]"
3204,timestamp,11:02:13.321000
3205,time_received,11:02:13.4310
3205,asks_change,"[['1.2212', '0', '3370']]"
3205,timestamp,11:02:13.392000
3206,time_received,11:02:13.4987
3206,bids_change,"[['1.00003', '28.3', '3371']]"
3206,timestamp,11:02:13.461000
3207,time_received,11:02:13.6540
3207,bids_change,"[['1.00233', '0', '3372']]"
3207,timestamp,11:02:13.616000
3208,time_received,11:02:13.6904
3208,asks_change,"[['1.1653', '570.9', '3373']]"
3208,timestamp,11:02:13.652000
3209,time_received,11:02:13.7251
3209,bids_change,"[['1.04313', '0', '3374']]"
3209,timestamp,11:02:13.687000
3210,time_received,11:02:13.7335
3210,asks_change,"[['1.19559', '196.7', '3375']]"
3210,timestamp,11:02:13.695000
3211,time_received,11:02:13.7545
3211,bids_change,"[['1.03251', '196.7', '3376']]"
3211,timestamp,11:02:13.716000
3212,time_received,11:02:13.7639
3212,asks_change,"[['1.16529', '98.3', '3377']]"
3212,timestamp,11:02:13.726000
3213,time_received,11:02:13.7710
3213,bids_change,"[['1.0008', '0', '3378']]"
3213,timestamp,11:02:13.733000
3214,time_received,11:02:13.7859
3214,bids_change,"[['1.004', '24.9', '3379']]"
3214,timestamp,11:02:13.746000
3215,time_received,11:02:13.8010
3215,bids_change,"[['1.01491', '45.3', '3380']]"
3215,timestamp,11:02:13.763000
3216,time_received,11:02:13.8261
3216,asks_change,"[['1.19559', '0', '3381']]"
3216,timestamp,11:02:13.788000
3217,time_received,11:02:13.8509
3217,bids_change,"[['1.01459', '49.2', '3382']]"
3217,timestamp,11:02:13.813000
3218,time_received,11:02:13.8590
3218,asks_change,"[['1.16529', '295', '3383']]"
3218,timestamp,11:02:13.821000
3219,time_received,11:02:13.8811
3219,bids_change,"[['1.00236', '0', '3384']]"
3219,timestamp,11:02:13.843000
3220,time_received,11:02:13.9088
3220,bids_change,"[['1.04313', '98.3', '3385']]"
3220,timestamp,11:02:13.871000
3221,time_received,11:02:13.9183
3221,bids_change,"[['1.04312', '0', '3386']]"
3221,timestamp,11:02:13.881000
3222,time_received,11:02:13.9765
3222,bids_change,"[['1.006', '24.8', '3387']]"
3222,timestamp,11:02:13.938000
3223,time_received,11:02:13.9766
3223,bids_change,"[['1.04313', '0', '3388']]"
3223,timestamp,11:02:13.938000
3224,time_received,11:02:14.0073
3224,bids_change,"[['1.03252', '98.3', '3389']]"
3224,timestamp,11:02:13.969000
3225,time_received,11:02:14.0784
3225,asks_change,"[['1.16529', '98.3', '3390']]"
3225,timestamp,11:02:14.040000
3226,time_received,11:02:14.1053
3226,asks_change,"[['1.16528', '181.1', '3391']]"
3226,timestamp,11:02:14.067000
3227,time_received,11:02:14.1142
3227,asks_change,"[['1.215', '0', '3392']]"
3227,timestamp,11:02:14.076000
3228,time_received,11:02:14.1232
3228,bids_change,"[['1.03252', '0', '3393']]"
3228,timestamp,11:02:14.085000
3229,time_received,11:02:14.1282
3229,bids_change,"[['0', '0', '3394']]"
3229,timestamp,11:02:14.090000
3230,time_received,11:02:14.1582
3230,bids_change,"[['1.03252', '90.5', '3395']]"
3230,timestamp,11:02:14.120000
3231,time_received,11:02:14.1686
3231,bids_change,"[['1.00003', '0', '3396']]"
3231,timestamp,11:02:14.131000
3232,time_received,11:02:14.1719
3232,bids_change,"[['1.006', '49.6', '3397']]"
3232,timestamp,11:02:14.134000
3233,time_received,11:02:14.2198
3233,asks_change,"[['1.16529', '0', '3398']]"
3233,timestamp,11:02:14.182000
3234,time_received,11:02:14.2283
3234,bids_change,"[['1.01459', '98.4', '3399']]"
3234,timestamp,11:02:14.191000
3235,time_received,11:02:14.2462
3235,asks_change,"[['1.16527', '90.5', '3400']]"
3235,timestamp,11:02:14.208000
3236,time_received,11:02:14.2751
3236,bids_change,"[['1', '4478.4', '3416'], ['1.00002', '0', '3411'], ['1.002', '0', '3410'], ['1.004', '0', '3409'], ['1.006', '0', '3408'], ['1.01459', '0', '3406'], ['1.01491', '0', '3404'], ['1.0325', '0', '3403'], ['1.03251', '0', '3402'], ['1.03252', '0', '3401']]"
3236,timestamp,11:02:14.236000
3237,time_received,11:02:14.2754
3237,bids_change,"[['0', '0', '3417']]"
3237,timestamp,11:02:14.237000
3238,time_received,11:02:14.3335
3238,asks_change,"[['1.16528', '0', '3418']]"
3238,timestamp,11:02:14.296000
3239,time_received,11:02:14.3375
3239,bids_change,"[['1.05364', '474.5', '3419']]"
3239,timestamp,11:02:14.300000
3240,time_received,11:02:14.3533
3240,asks_change,"[['1.16526', '45.3', '3420']]"
3240,timestamp,11:02:14.315000
3241,time_received,11:02:14.3613
3241,asks_change,"[['1.16526', '226.4', '3421']]"
3241,timestamp,11:02:14.323000
3242,time_received,11:02:14.3771
3242,asks_change,"[['1.16527', '0', '3422']]"
3242,timestamp,11:02:14.339000
3243,time_received,11:02:14.3967
3243,bids_change,"[['1.00233', '299.3', '3423']]"
3243,timestamp,11:02:14.359000
3244,time_received,11:02:14.4052
3244,bids_change,"[['1.05365', '63.4', '3424']]"
3244,timestamp,11:02:14.367000
3245,time_received,11:02:14.4080
3245,bids_change,"[['1.05365', '97.6', '3425']]"
3245,timestamp,11:02:14.370000
3246,time_received,11:02:14.4081
3246,asks_change,"[['1.16525', '90.5', '3426']]"
3246,timestamp,11:02:14.370000
3247,time_received,11:02:14.4414
3247,bids_change,"[['0', '0', '3427']]"
3247,timestamp,11:02:14.403000
3248,time_received,11:02:14.4730
3248,bids_change,"[['1.05365', '34.2', '3428']]"
3248,timestamp,11:02:14.435000
3249,time_received,11:02:14.4797
3249,asks_change,"[['1.16526', '45.3', '3429']]"
3249,timestamp,11:02:14.442000
3250,time_received,11:02:14.5064
3250,asks_change,"[['1.16525', '271.6', '3430']]"
3250,timestamp,11:02:14.468000
3251,time_received,11:02:14.5136
3251,bids_change,"[['1.02888', '48.5', '3431']]"
3251,timestamp,11:02:14.476000
3252,time_received,11:02:14.5166
3252,bids_change,"[['1.05366', '63.4', '3432']]"
3252,timestamp,11:02:14.479000
3253,time_received,11:02:14.6009
3253,bids_change,"[['0', '0', '3433']]"
3253,timestamp,11:02:14.563000
3254,time_received,11:02:14.6260
3254,bids_change,"[['1.05365', '0', '3434']]"
3254,timestamp,11:02:14.588000
3255,time_received,11:02:14.6609
3255,bids_change,"[['1.05367', '34.2', '3435']]"
3255,timestamp,11:02:14.620000
3256,time_received,11:02:14.7773
3256,bids_change,"[['1.05366', '0', '3436']]"
3256,timestamp,11:02:14.739000
3257,time_received,11:02:14.8054
3257,bids_change,"[['1.05368', '63.4', '3437']]"
3257,timestamp,11:02:14.767000
3258,time_received,11:02:14.8348
3258,bids_change,"[['1.05367', '0', '3438']]"
3258,timestamp,11:02:14.797000
3259,time_received,11:02:14.8594
3259,bids_change,"[['1.05369', '34.2', '3439']]"
3259,timestamp,11:02:14.821000
3260,time_received,11:02:14.8733
3260,bids_change,"[['1.05368', '0', '3440']]"
3260,timestamp,11:02:14.835000
3261,time_received,11:02:14.9009
3261,bids_change,"[['1.0537', '63.4', '3441']]"
3261,timestamp,11:02:14.863000
3262,time_received,11:02:14.9139
3262,asks_change,"[['1.16526', '0', '3442']]"
3262,timestamp,11:02:14.876000
3263,time_received,11:02:14.9357
3263,bids_change,"[['0.85932', '11.6', '3443']]"
3263,timestamp,11:02:14.896000
3264,time_received,11:02:14.9392
3264,asks_change,"[['1.16524', '45.1', '3444']]"
3264,timestamp,11:02:14.901000
3265,time_received,11:02:14.9825
3265,bids_change,"[['1.05369', '0', '3445']]"
3265,timestamp,11:02:14.945000
3266,time_received,11:02:15.0105
3266,bids_change,"[['1.05371', '34.2', '3446']]"
3266,timestamp,11:02:14.972000
3267,time_received,11:02:15.0271
3267,bids_change,"[['1.0537', '0', '3447']]"
3267,timestamp,11:02:14.989000
3268,time_received,11:02:15.0573
3268,bids_change,"[['1.05365', '63.4', '3448']]"
3268,timestamp,11:02:15.019000
3269,time_received,11:02:15.0613
3269,bids_change,"[['1.00233', '0', '3449']]"
3269,timestamp,11:02:15.023000
3270,time_received,11:02:15.0773
3270,bids_change,"[['1.05371', '0', '3450']]"
3270,timestamp,11:02:15.038000
3271,time_received,11:02:15.0901
3271,bids_change,"[['1.00233', '299.3', '3451']]"
3271,timestamp,11:02:15.052000
3272,time_received,11:02:15.1052
3272,bids_change,"[['1.05366', '34.2', '3452']]"
3272,timestamp,11:02:15.067000
3273,time_received,11:02:15.1196
3273,asks_change,"[['1.16525', '90.5', '3453']]"
3273,timestamp,11:02:15.082000
3274,time_received,11:02:15.1558
3274,asks_change,"[['1.16523', '181.1', '3454']]"
3274,timestamp,11:02:15.117000
3275,time_received,11:02:15.1798
3275,asks_change,"[['1.16525', '0', '3455']]"
3275,timestamp,11:02:15.142000
3276,time_received,11:02:15.2076
3276,asks_change,"[['1.16522', '90.5', '3456']]"
3276,timestamp,11:02:15.169000
3277,time_received,11:02:15.2805
3277,bids_change,"[['1.05365', '0', '3457']]"
3277,timestamp,11:02:15.242000
3278,time_received,11:02:15.2964
3278,bids_change,"[['1.05364', '0', '3458']]"
3278,timestamp,11:02:15.258000
3279,time_received,11:02:15.3122
3279,bids_change,"[['1.05367', '63.4', '3459']]"
3279,timestamp,11:02:15.274000
3280,time_received,11:02:15.3296
3280,asks_change,"[['1.16523', '0', '3460']]"
