     ,asks                                                                                                            ,bids                                                                                                                ,timestamp     ,time_received
 553 ,"[['0.98876', '93.7'], ['0.98877', '208.9'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8']]"     ,"[['0.95003', '103.2'], ['0.95002', '52.3'], ['0.95001', '105.2'], ['0.95', '369.2'], ['0.91006', '210.5']]"        ,1732705285482 ,11:01:25.5186
 554 ,"[['0.98876', '93.7'], ['0.98877', '208.9'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8']]"     ,"[['0.95003', '313.7'], ['0.95002', '52.3'], ['0.95001', '105.2'], ['0.95', '369.2'], ['0.91005', '141.8']]"        ,1732705285583 ,11:01:25.6197
 555 ,"[['0.98876', '93.7'], ['0.98877', '208.9'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8']]"     ,"[['0.95004', '105.2'], ['0.95003', '313.7'], ['0.95002', '52.3'], ['0.95', '369.2'], ['0.91005', '141.8']]"        ,1732705285685 ,11:01:25.7221
 556 ,"[['0.98876', '93.7'], ['0.98877', '208.9'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8']]"     ,"[['0.95005', '210.5'], ['0.95004', '105.2'], ['0.95003', '103.2'], ['0.95002', '52.3'], ['0.95', '369.2']]"        ,1732705285787 ,11:01:25.8236
 557 ,"[['0.98876', '93.7'], ['0.98877', '208.9'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95005', '210.5'], ['0.95003', '103.2'], ['0.95002', '52.3']]"      ,1732705285900 ,11:01:25.9366
 558 ,"[['0.98876', '93.7'], ['0.98877', '208.9'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95005', '210.5'], ['0.95002', '153'], ['0.95', '369.2']]"          ,1732705286005 ,11:01:26.0420
 559 ,"[['0.98876', '93.7'], ['0.98888', '62.5'], ['0.98999', '20.3'], ['1.1094', '15.8'], ['1.254', '717.3']]"       ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95005', '210.5'], ['0.95002', '153'], ['0.95', '369.2']]"          ,1732705286104 ,11:01:26.1429
 560 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10939', '208.9'], ['1.1094', '15.8'], ['1.254', '717.3']]"      ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95005', '210.5'], ['0.95002', '153'], ['0.95', '369.2']]"          ,1732705286210 ,11:01:26.2474
 561 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10939', '208.9'], ['1.1094', '15.8'], ['1.25399', '93.7']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95003', '210.5'], ['0.95002', '153'], ['0.95', '369.2']]"          ,1732705286313 ,11:01:26.3499
 562 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10939', '208.9'], ['1.1094', '15.8'], ['1.254', '717.3']]"      ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95003', '210.5'], ['0.95002', '153'], ['0.95', '369.2']]"          ,1732705286416 ,11:01:26.4531
 563 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10938', '93.7'], ['1.10939', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95728', '153'], ['0.95003', '210.5'], ['0.95', '369.2']]"          ,1732705286518 ,11:01:26.5543
 564 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10938', '93.7'], ['1.10939', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.95728', '153'], ['0.95003', '210.5'], ['0.95', '369.2']]"          ,1732705286622 ,11:01:26.6593
 565 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10938', '93.7'], ['1.10939', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96302', '120.6'], ['0.95728', '153']]"         ,1732705286984 ,11:01:27.0210
 566 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10937', '208.9'], ['1.10938', '93.7'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96302', '120.6'], ['0.96212', '153']]"         ,1732705287084 ,11:01:27.1212
 567 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10937', '208.9'], ['1.10938', '93.7'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96302', '120.6'], ['0.96212', '153']]"         ,1732705287186 ,11:01:27.2226
 568 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10937', '208.9'], ['1.10938', '93.7'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96303', '210.5'], ['0.96302', '120.6']]"       ,1732705287286 ,11:01:27.3234
 569 ,"[['0.98888', '62.5'], ['0.98999', '20.3'], ['1.10936', '93.7'], ['1.10937', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96303', '210.5'], ['0.96302', '120.6']]"       ,1732705287519 ,11:01:27.5557
 570 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10936', '93.7'], ['1.10937', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96535', '153'], ['0.96303', '210.5']]"         ,1732705287618 ,11:01:27.6546
 571 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10936', '93.7'], ['1.10937', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.9718', '360.1'], ['0.971', '100.7'], ['0.96535', '153'], ['0.96302', '120.6']]"         ,1732705287720 ,11:01:27.7564
 572 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10936', '93.7'], ['1.10937', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97181', '105.2'], ['0.971', '100.7'], ['0.96536', '210.5'], ['0.96535', '153'], ['0.96302', '120.6']]"        ,1732705287828 ,11:01:27.8641
 573 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10936', '93.7'], ['1.10937', '208.9'], ['1.1094', '15.8']]"     ,"[['0.971', '100.7'], ['0.96536', '210.5'], ['0.96535', '153'], ['0.96302', '120.6'], ['0.95', '369.2']]"           ,1732705288055 ,11:01:28.0918
 574 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10935', '208.9'], ['1.10936', '93.7'], ['1.1094', '15.8']]"     ,"[['0.97101', '105.2'], ['0.971', '100.7'], ['0.96751', '153'], ['0.96303', '210.5'], ['0.96302', '120.6']]"        ,1732705288168 ,11:01:28.2052
 575 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10934', '93.7'], ['1.10935', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97101', '105.2'], ['0.971', '100.7'], ['0.96751', '153'], ['0.96303', '210.5'], ['0.96302', '120.6']]"        ,1732705288273 ,11:01:28.3095
 576 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10934', '93.7'], ['1.10935', '208.9'], ['1.1094', '15.8']]"     ,"[['0.97101', '105.2'], ['0.971', '100.7'], ['0.96751', '153'], ['0.96302', '120.6'], ['0.95', '369.2']]"           ,1732705288394 ,11:01:28.4309
 577 ,"[['0.98888', '30.8'], ['0.98999', '20.3'], ['1.10933', '208.9'], ['1.10934', '93.7'], ['1.1094', '15.8']]"     ,"[['0.97101', '105.2'], ['0.971', '100.7'], ['0.96752', '210.5'], ['0.96751', '153'], ['0.96302', '120.6']]"        ,1732705288502 ,11:01:28.5386
 578 ,"[['0.98999', '0.9'], ['1.1', '45.4'], ['1.10934', '93.7'], ['1.1094', '15.8'], ['1.1748', '10.2']]"            ,"[['0.97101', '105.2'], ['0.971', '100.7'], ['0.96752', '210.5'], ['0.96751', '153'], ['0.96302', '120.6']]"        ,1732705288858 ,11:01:28.8949
 579 ,"[['0.98999', '0.9'], ['1.09999', '208.9'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"           ,"[['0.97102', '210.5'], ['0.97101', '105.2'], ['0.971', '100.7'], ['0.96867', '153'], ['0.96302', '120.6']]"        ,1732705288966 ,11:01:29.0022
 580 ,"[['0.98999', '0.9'], ['1.09999', '208.9'], ['1.1', '45.4'], ['1.10932', '93.7'], ['1.1094', '15.8']]"          ,"[['0.97102', '210.5'], ['0.97101', '105.2'], ['0.971', '100.7'], ['0.96867', '153'], ['0.96302', '120.6']]"        ,1732705289071 ,11:01:29.1074
 581 ,"[['1.09999', '208.9'], ['1.1', '45.4'], ['1.10932', '93.7'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99675', '49.2'], ['0.97102', '210.5'], ['0.97101', '105.2'], ['0.971', '100.7'], ['0.96867', '153']]"         ,1732705289278 ,11:01:29.3143
 582 ,"[['1.09998', '93.7'], ['1.09999', '208.9'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99675', '49.2'], ['0.97103', '105.2'], ['0.97102', '210.5'], ['0.971', '100.7'], ['0.96867', '153']]"         ,1732705289382 ,11:01:29.4193
 583 ,"[['1.09998', '93.7'], ['1.09999', '208.9'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99675', '49.2'], ['0.97103', '105.2'], ['0.97102', '210.5'], ['0.971', '100.7'], ['0.96945', '143.1']]"       ,1732705289484 ,11:01:29.5208
 584 ,"[['1.09996', '93.7'], ['1.09997', '208.9'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99677', '105.2'], ['0.99676', '210.5'], ['0.99675', '49.2'], ['0.971', '100.7'], ['0.96945', '143.1']]"       ,1732705289586 ,11:01:29.6231
 585 ,"[['1.09996', '93.7'], ['1.09999', '190.7'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99675', '49.2'], ['0.971', '100.7'], ['0.96945', '143.1'], ['0.96302', '120.6'], ['0.95', '369.2']]"          ,1732705289693 ,11:01:29.7300
 586 ,"[['1.09999', '190.7'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"           ,"[['0.99677', '95.3'], ['0.99675', '49.2'], ['0.971', '100.7'], ['0.96945', '143.1'], ['0.96302', '120.6']]"        ,1732705289802 ,11:01:29.8388
 587 ,"[['1.09997', '190.7'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"           ,"[['0.99678', '190.7'], ['0.99677', '95.3'], ['0.99675', '49.2'], ['0.971', '100.7'], ['0.96945', '143.1']]"        ,1732705289912 ,11:01:29.9484
 588 ,"[['1.09996', '93.7'], ['1.09999', '190.7'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99678', '190.7'], ['0.99677', '95.3'], ['0.99675', '49.2'], ['0.97855', '143.1'], ['0.971', '100.7']]"        ,1732705290017 ,11:01:30.0537
 589 ,"[['1.09298', '100.4'], ['1.09995', '190.7'], ['1.09998', '93.7'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99679', '95.3'], ['0.99678', '190.7'], ['0.99675', '49.2'], ['0.97855', '143.1'], ['0.971', '100.7']]"        ,1732705290116 ,11:01:30.1521
 590 ,"[['1.09297', '93.7'], ['1.09298', '100.4'], ['1.09995', '190.7'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99679', '95.3'], ['0.99675', '49.2'], ['0.97855', '143.1'], ['0.971', '100.7'], ['0.96302', '120.6']]"        ,1732705290217 ,11:01:30.2545
 591 ,"[['1.09297', '15.3'], ['1.09298', '100.4'], ['1.09995', '190.7'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.9968', '190.7'], ['0.99675', '49.2'], ['0.97855', '143.1'], ['0.971', '100.7'], ['0.96302', '120.6']]"        ,1732705290322 ,11:01:30.3584
 592 ,"[['1.09296', '190.7'], ['1.09297', '15.3'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99677', '190.7'], ['0.99676', '95.3'], ['0.99675', '49.2'], ['0.97855', '143.1'], ['0.971', '100.7']]"        ,1732705290422 ,11:01:30.4591
 593 ,"[['1.09295', '15.3'], ['1.09296', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99678', '95.3'], ['0.99677', '190.7'], ['0.99675', '49.2'], ['0.98463', '143.7'], ['0.971', '100.7']]"        ,1732705290528 ,11:01:30.5645
 594 ,"[['1.09295', '15.3'], ['1.09296', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99679', '190.7'], ['0.99678', '95.3'], ['0.99675', '49.2'], ['0.98463', '143.7'], ['0.971', '100.7']]"        ,1732705290629 ,11:01:30.6658
 595 ,"[['1.09295', '15.3'], ['1.09296', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.9968', '95.3'], ['0.99679', '190.7'], ['0.99675', '49.2'], ['0.98463', '143.7'], ['0.971', '100.7']]"         ,1732705290750 ,11:01:30.7868
 596 ,"[['1.09294', '190.7'], ['1.09295', '15.3'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99681', '190.7'], ['0.9968', '95.3'], ['0.99675', '49.2'], ['0.98463', '143.7'], ['0.971', '100.7']]"         ,1732705290849 ,11:01:30.8855
 597 ,"[['1.09293', '15.3'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99681', '190.7'], ['0.9968', '95.3'], ['0.99675', '49.2'], ['0.98463', '143.7'], ['0.971', '100.7']]"         ,1732705290950 ,11:01:30.9871
 598 ,"[['1.09292', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"         ,"[['0.99936', '100'], ['0.99682', '95.3'], ['0.99681', '190.7'], ['0.99675', '49.2'], ['0.98867', '143.7']]"        ,1732705291049 ,11:01:31.0866
 599 ,"[['1.0929', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"          ,"[['0.99938', '190.7'], ['0.99937', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.98867', '143.7']]"        ,1732705291171 ,11:01:31.2077
 600 ,"[['1.09296', '15.3'], ['1.09297', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99938', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.98999', '285.7'], ['0.98867', '143.7']]"       ,1732705291270 ,11:01:31.3071
 601 ,"[['1.09295', '190.7'], ['1.09296', '15.3'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99939', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.98999', '285.7'], ['0.98867', '143.7']]"        ,1732705291374 ,11:01:31.4106
 602 ,"[['1.09295', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"         ,"[['0.9994', '190.7'], ['0.99937', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.98999', '285.7']]"         ,1732705291484 ,11:01:31.5201
 603 ,"[['1.09294', '15.3'], ['1.09295', '179.1'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99938', '190.7'], ['0.99937', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99139', '143.4']]"        ,1732705291583 ,11:01:31.6198
 604 ,"[['1.09292', '15.3'], ['1.09293', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99939', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99139', '143.4'], ['0.98999', '285.7']]"        ,1732705291701 ,11:01:31.7383
 605 ,"[['1.09292', '15.3'], ['1.09293', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99941', '95.3'], ['0.9994', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99139', '143.4']]"         ,1732705291805 ,11:01:31.8422
 606 ,"[['1.09292', '15.3'], ['1.09293', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99941', '95.3'], ['0.9994', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99139', '143.4']]"         ,1732705291909 ,11:01:31.9454
 607 ,"[['1.09291', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2']]"         ,"[['0.99942', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99139', '143.4'], ['0.98999', '285.7']]"       ,1732705292024 ,11:01:32.0606
 608 ,"[['1.0929', '15.3'], ['1.09291', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"         ,"[['0.99943', '95.3'], ['0.99942', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99406', '143.4']]"        ,1732705292132 ,11:01:32.1694
 609 ,"[['1.09289', '190.7'], ['1.0929', '15.3'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"         ,"[['0.99944', '190.7'], ['0.99943', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99406', '143.4']]"        ,1732705292235 ,11:01:32.2713
 610 ,"[['1.09287', '190.7'], ['1.09288', '15.3'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99944', '190.7'], ['0.99943', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99406', '143.4']]"        ,1732705292431 ,11:01:32.4680
 611 ,"[['1.09286', '15.3'], ['1.09287', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99945', '95.3'], ['0.99944', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99406', '143.4']]"        ,1732705292540 ,11:01:32.5780
 612 ,"[['1.09286', '15.3'], ['1.09287', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99945', '95.3'], ['0.99944', '190.7'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99585', '143.4']]"        ,1732705292637 ,11:01:32.6740
 613 ,"[['1.09284', '15.3'], ['1.09285', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99945', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99585', '143.4'], ['0.98999', '285.7']]"        ,1732705292749 ,11:01:32.7860
 614 ,"[['1.09284', '15.3'], ['1.09285', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['0.99946', '190.7'], ['0.99945', '95.3'], ['0.99936', '100'], ['0.99675', '49.2'], ['0.99585', '143.4']]"        ,1732705292850 ,11:01:32.8865
 615 ,"[['1.09284', '15.3'], ['1.09285', '190.7'], ['1.09298', '100.4'], ['1.1', '45.4'], ['1.1094', '15.8']]"        ,"[['1.0063', '99.3'], ['0.99947', '95.3'], ['0.99937', '190.7'], ['0.99936', '100'], ['0.99675', '49.2']]"          ,1732705293063 ,11:01:33.0998
 616 ,"[['1.09284', '15.3'], ['1.1', '45.4'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"            ,"[['1.00631', '95.3'], ['1.0063', '99.3'], ['0.99937', '190.7'], ['0.99936', '100'], ['0.99705', '142.8']]"         ,1732705293169 ,11:01:33.2055
 617 ,"[['1.09283', '190.7'], ['1.09284', '15.3'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"       ,"[['1.00632', '190.7'], ['1.00631', '95.3'], ['1.0063', '99.3'], ['0.99936', '100'], ['0.99705', '142.8']]"         ,1732705293274 ,11:01:33.3108
 618 ,"[['1.09998', '15.3'], ['1.09999', '190.7'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"       ,"[['1.00633', '95.3'], ['1.00632', '190.7'], ['1.0063', '99.3'], ['0.99936', '100'], ['0.99705', '142.8']]"         ,1732705293376 ,11:01:33.4131
 619 ,"[['1.09998', '15.3'], ['1.10939', '190.7'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"       ,"[['1.00633', '95.3'], ['1.0063', '99.3'], ['0.99936', '100'], ['0.99705', '142.8'], ['0.99675', '49.2']]"          ,1732705293476 ,11:01:33.5129
 620 ,"[['1.09998', '15.3'], ['1.10939', '190.7'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"       ,"[['1.00634', '190.7'], ['1.00631', '95.3'], ['1.0063', '99.3'], ['0.99936', '100'], ['0.99705', '142.8']]"         ,1732705293576 ,11:01:33.6126
 621 ,"[['1.10938', '15.3'], ['1.10939', '190.7'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"       ,"[['1.00634', '190.7'], ['1.00631', '95.3'], ['1.0063', '99.3'], ['1.00013', '142.5'], ['0.99936', '100']]"         ,1732705293680 ,11:01:33.7171
 622 ,"[['1.10938', '15.3'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"           ,"[['1.01325', '95.3'], ['1.01324', '98.6'], ['1.00632', '190.7'], ['1.0063', '99.3'], ['1.00013', '142.5']]"        ,1732705293780 ,11:01:33.8166
 623 ,"[['1.08521', '100.4'], ['1.10937', '190.7'], ['1.10938', '15.3'], ['1.1094', '15.8'], ['1.1748', '10.2']]"     ,"[['1.01325', '95.3'], ['1.01324', '98.6'], ['1.00632', '190.7'], ['1.0063', '99.3'], ['1.00013', '142.5']]"        ,1732705293883 ,11:01:33.9195
 624 ,"[['1.0852', '15.3'], ['1.08521', '100.4'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"        ,"[['1.0208', '97.9'], ['1.01325', '95.3'], ['1.01324', '98.6'], ['1.00632', '190.7'], ['1.0063', '99.3']]"          ,1732705293997 ,11:01:34.0333
 625 ,"[['1.0852', '206'], ['1.08521', '100.4'], ['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3']]"         ,"[['1.02081', '190.7'], ['1.0208', '97.9'], ['1.01325', '95.3'], ['1.01324', '98.6'], ['1.0063', '99.3']]"          ,1732705294100 ,11:01:34.1365
 626 ,"[['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                ,"[['1.1', '13384.4'], ['1.02082', '95.3'], ['1.0208', '97.9'], ['1.01324', '98.6'], ['1.0063', '99.3']]"            ,1732705294208 ,11:01:34.2449
 627 ,"[['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                ,"[['1.1', '13384.4'], ['1.02083', '190.7'], ['1.02082', '95.3'], ['1.0208', '97.9'], ['1.01324', '98.6']]"          ,1732705294311 ,11:01:34.3474
 628 ,"[['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                ,"[['1.10001', '95.3'], ['1.1', '13384.4'], ['1.02083', '190.7'], ['1.0208', '97.9'], ['1.01324', '98.6']]"          ,1732705294410 ,11:01:34.4469
 629 ,"[['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                ,"[['1.10001', '95.3'], ['1.1', '13384.4'], ['1.02083', '190.7'], ['1.0208', '97.9'], ['1.01324', '98.6']]"          ,1732705294527 ,11:01:34.5635
 630 ,"[['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                ,"[['1.10001', '95.3'], ['1.1', '13384.4'], ['1.02083', '190.7'], ['1.0208', '97.9'], ['1.01324', '98.6']]"          ,1732705295216 ,11:01:35.2536
 631 ,"[['1.1094', '15.8'], ['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                ,"[['1.10001', '95.3'], ['1.1', '13384.4'], ['1.02083', '190.7'], ['1.0208', '97.9'], ['1.0084', '90.6']]"           ,1732705295319 ,11:01:35.3557
 632 ,"[['1.1748', '10.2'], ['1.254', '717.3'], ['2.9', '182.1']]"                                                    ,"[['1.11792', '73.6'], ['1.10001', '90.5'], ['1.1', '13384.4'], ['1.02081', '181'], ['1.0084', '135.9']]"           ,1732705295418 ,11:01:35.4541
 633 ,"[['1.254', '717.3'], ['2.9', '182.1']]"                                                                        ,"[['1.13739', '90.5'], ['1.13738', '175.8'], ['1.11792', '73.6'], ['1.1', '13384.4'], ['1.09295', '22.1']]"         ,1732705295528 ,11:01:35.5643
 634 ,"[['1.254', '717.3'], ['2.9', '182.1']]"                                                                        ,"[['1.1374', '181'], ['1.13739', '90.5'], ['1.13738', '175.8'], ['1.11792', '73.6'], ['1.1', '13384.4']]"           ,1732705295635 ,11:01:35.6721
 635 ,"[['1.254', '717.3'], ['2.9', '182.1']]"                                                                        ,"[['1.13741', '83.6'], ['1.1374', '181'], ['1.13738', '175.8'], ['1.13122', '88.4'], ['1.11792', '73.6']]"          ,1732705295735 ,11:01:35.7717
 636 ,"[['1.254', '717.3'], ['2.9', '182.1']]"                                                                        ,"[['1.13742', '181'], ['1.13741', '83.6'], ['1.13738', '175.8'], ['1.13122', '176.8'], ['1.11792', '73.6']]"        ,1732705295846 ,11:01:35.8826
 637 ,"[['1.254', '717.3'], ['2.9', '182.1']]"                                                                        ,"[['1.13742', '181'], ['1.13741', '83.6'], ['1.13738', '175.8'], ['1.13122', '176.8'], ['1.11792', '73.6']]"        ,1732705295961 ,11:01:35.9983
 638 ,"[['1.25399', '85.4'], ['1.254', '717.3'], ['2.9', '182.1']]"                                                   ,"[['1.152', '86.8'], ['1.13741', '83.6'], ['1.13738', '175.8'], ['1.13122', '176.8'], ['1.11792', '73.6']]"         ,1732705296195 ,11:01:36.2316
 639 ,"[['1.25399', '85.4'], ['1.254', '717.3'], ['2.9', '182.1']]"                                                   ,"[['1.15201', '83.6'], ['1.152', '86.8'], ['1.13742', '181'], ['1.13738', '175.8'], ['1.13122', '176.8']]"          ,1732705296304 ,11:01:36.3405
 640 ,"[['1.25399', '85.4'], ['1.254', '717.3'], ['2.9', '182.1']]"                                                   ,"[['1.15201', '83.6'], ['1.152', '86.8'], ['1.13742', '181'], ['1.13122', '176.8'], ['1.12147', '267.5']]"          ,1732705296428 ,11:01:36.4652
 641 ,"[['1.25399', '85.4'], ['1.254', '717.3'], ['2.9', '182.1']]"                                                   ,"[['1.15202', '181'], ['1.15201', '83.6'], ['1.152', '86.8'], ['1.13122', '176.8'], ['1.12147', '267.5']]"          ,1732705296530 ,11:01:36.5666
 642 ,"[['1.25399', '85.4'], ['1.254', '717.3'], ['2.9', '182.1']]"                                                   ,"[['1.15203', '83.6'], ['1.152', '86.8'], ['1.13122', '176.8'], ['1.12147', '267.5'], ['1.11792', '73.6']]"         ,1732705296638 ,11:01:36.6747
